location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course
Mullanpur Garibdass,2250,6600000,INR,0,1,1,This spacious 3 bhk builder floor is available for sale and is located in the heart of Mullanpur Garibdass. It has an area of 2250 sqft . The property is available at a price of Rs. 66.00 lac (negotiable ). The house is semi-furnished. It is facing northeast direction. The property is available on freehold. The property has 3 bathrooms and 4 balconies. It is an under-construction property and is expected to get completed by 13/04/2023. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ,1,northeast,0,0,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,1400,3600000,INR,1,1,1,"It’s a 3 bhk builder floor situated in PEER MUCHALLA ADJOING SEC 20 PANCHKULA. It has a built-up area of 1400 sqft and is priced at Rs. 36.00 lac (negotiable). The house is semi-furnished. It is located on the 1st floor(out of a total of 3 floor(s)). It is a garden facing property. The property is available on freehold. It has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,1,0,1,0,0,0,0,1,0,0,1,,,,,,,,,,1.0,,,,,,,
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,1500,4000000,INR,1,1,1,"A 3 bhk property is available for sale in PEER MUCHALLA ADJOING SEC 20 PANCHKULA, Chandigarh. It has a built-up area of 1500 sqft and is priced at Rs. 40.00 lac (negotiable). It is on the 1st floor of the building (total number of floors are 3). It is facing east direction. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,east,0,5,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA,1200,3200000,INR,1,1,1,This spacious 3 bhk builder floor is available for sale and is located in the heart of NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA. It has a built-up area of 1200 sqft and is priced at Rs. 32.00 lac (negotiable). The house is semi-furnished. It is on 1st floor. The building has a total of 3 floor(s). Its main door is facing east direction. It has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ,1,east,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,1.0,,,,,,,
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,1400,4000000,INR,1,1,1,Well designed 3 bhk builder floor is available at a prime location in PEER MUCHALLA ADJOING SEC 20 PANCHKULA. It has a built-up area of 1400 sqft and is priced at Rs. 40.00 lac (negotiable). It is on 1st floor. The building has a total of 3 floor(s). It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ,1,east,0,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,1.0,,,,,,,
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,1350,3900000,INR,1,1,1,"This spacious 3 bhk builder floor is available for sale and is located in the heart of PEER MUCHALLA ADJOING SEC 20 PANCHKULA. It has an area of 1350 sqft . The property is available at a price of Rs. 39.00 lac (negotiable ). It is a semi-furnished property. It is on 1st floor. The building has a total of 3 floor(s). It is a garden facing property. The property is available on freehold. It has 3 bathrooms and 3 balconies. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,5,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Peermachhala,1350,3900000,INR,1,1,1,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Peermachhala. It has a salable area of 1350 sqft and is available at a price of Rs. 2,888 per sqft. It is on 2nd floor. The building has a total of 3 floor(s). It is a garden facing property. The property is available on freehold. The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,east,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,1450,3500000,INR,1,1,1,This spacious 3 bhk builder floor is available for sale and is located in the heart of PEER MUCHALLA ADJOING SEC 20 PANCHKULA. It is on 1st floor. The building has a total of 3 floor(s). The property is available on freehold. It is a 4 year old ready-to-move-in property. It is well connected to the city areas. Please contact for more details. ,1,east,0,5,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Gazipur Road,1000,3490000,INR,,1,1,"Located in one of the prime location of North India, Zirakpur, Savitry Greens is a top notch residential project by the reputed builders, NK Sharma Group. With an excellent connectivity and a long list of amenities, it is now a prominent choice of people looking for their own home near Chandigarh. After having established a rock-solid credibility among the buyers and real estate experts, the ready to move in in flats at Savitry Greens, Zirakpur are synonymous with excellence in quality, Style and substance. With brilliant construction and tranquil living, it is the use of green home technology, which separates us from the world. And, this green solution has helped a lot in energy preservation.",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Gazipur Road,1000,2890000,INR,,1,1,"A 2 bhk property is available for sale in Gazipur Road, Chandigarh. It has a built-up area of 1000 sqft and is priced at Rs. 28.90 lac (negotiable). The house is semi-furnished. It is on the 1st floor of the building (total number of floors are 3). One of the major USPs of the property is that it is a corner property. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,1350,4100000,INR,,1,1,"It has a built-up area of 1350 sqft and is priced at Rs. 41.00 lac (negotiable). One of the major USPs of the property is that it is a pool facing property. The property is available on freehold. The property has 3 bathrooms and 3 balconies. It is an under-construction property and is expected to get completed by 29/03/2022. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,northeast,0,0,1,1,1,1,1,1,1,1,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Mohali Sec 92,2250,7190000,INR,,1,1,"A 3 bhk property is available for sale in Mohali Sec 92, Chandigarh. It has a salable area of 2250 sqft and is available at a price of Rs. 3,195 per sqft. It’s on 3rd floor out of 4 floors building. It is a pool facing property. This residential complex is under-construction as of now. The expected completion date is 30/04/2021. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northeast,0,0,1,0,1,1,1,1,1,1,1,0,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,
DLF Mullanpur,2250,7990000,INR,,1,1,"A 3 bhk property is available for sale in DLF Mullanpur, Chandigarh. It has an area of 2250 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 79.90 lac (negotiable ). It is a semi-furnished property. It’s on 3rd floor out of 4 floors building. It is facing east direction. The property is available on freehold. It is an under-construction property and is expected to get completed by 30/04/2023. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,1,1,1,1,1,1,0,0,1,1,,,,1.0,,,1.0,,,1.0,,,,1.0,,1.0,
Patiala Road,1908,7000000,INR,,1,1,"A 3 bhk property is available for sale in Patiala Road, Chandigarh. It has a built-up area of 1908 sqft and is priced at Rs. 70.00 lac (negotiable). It is a semi-furnished property. It is located on the 2nd floor(out of a total of 4 floor(s)). Its main door is facing northeast direction. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is an under-construction property and is expected to get completed by 07/07/2022. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,northeast,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0
Airport Road,1710,6550000,INR,,1,1,"It’s a 3 bhk builder floor situated in Airport Road, Chandigarh. It has an area of 1710 sqft with a carpet area of 1368 sqft . The property is available at a price of Rs. 65.50 lac (negotiable ). The property provides an excellent view as it overlooks the garden. The property is available on freehold. The property has 3 bathrooms and 2 balconies. This residential complex is under-construction as of now. The expected completion date is 01/12/2023. It is situated in the proximity of all the important facilities. ",1,northeast,0,0,1,1,1,0,0,0,0,0,0,0,,,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,
Dera Bassi,1350,3200000,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Dera Bassi. The house is semi-furnished. The property is available on freehold. The property has 2 bathrooms and 1 balcony. The society is well connected by different modes of transportation. ,1,northeast,0,1,0,0,1,0,0,0,0,0,0,0,7.1,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,
Dhakoli,1200,3000000,INR,1,0,1,,1,east,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,900,3190000,INR,,0,1,,1,northwest,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1200,3200000,INR,1,0,1,,1,northeast,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,900,3090000,INR,,0,1,,1,northwest,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1200,3200000,INR,1,0,1,,1,south,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,900,3190000,INR,,0,1,,1,north,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,900,3090000,INR,,0,1,,1,northwest,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,900,3090000,INR,,0,1,,1,northwest,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,1400,3900000,INR,1,1,1,"A spacious 3 bhk builder floor is available for sale in PEER MUCHALLA ADJOING SEC 20 PANCHKULA, Chandigarh. It has a salable area of 1400 sqft and is available at a price of Rs. 2,785 per sqft. It is a semi-furnished property. It’s on 1st floor out of 3 floors building. Its main door is facing east direction. The property is available on freehold. It has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ",1,east,0,1,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,1.0,,,,,,,
Peermachhala,1250,3200000,INR,1,1,0,It is a semi-furnished property. It is located on the 1st floor(out of a total of 3 floor(s)). Its main door is facing east direction. The property is available on freehold. This residential property is ready-to-move-in. ,1,east,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA,1350,3900000,INR,1,1,1,"Well designed 3 bhk builder floor is available at a prime location in NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA. It has an area of 1350 sqft . The property is available at a price of Rs. 39.00 lac (negotiable ). It is a semi-furnished property. Its main door is facing east direction. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,east,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA,1350,3500000,INR,1,1,0,"A 3 bhk property is available for sale in NEARBY PEERMUCHALLA SECTOR 20 PANCHKULA, Chandigarh. It has a built-up area of 1350 sqft and is priced at Rs. 35.00 lac . The house is semi-furnished. It’s on 1st floor out of 3 floors building. The property provides an excellent view as it overlooks the garden. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ",1,east,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,1190,3500000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in PEER MUCHALLA ADJOING SEC 20 PANCHKULA. It is on 2nd floor. The building has a total of 3 floor(s). It is facing northeast direction. The property is available on freehold. Please contact for more details. ,1,northeast,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Dhakoli,1150,3150000,INR,1,1,0,,1,northwest,0,122,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1100,3300000,INR,1,1,0,,1,northeast,0,122,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
DLF Mullanpur,2098,7990000,INR,,1,1,"It has a built-up area of 2098 sqft and is priced at Rs. 79.90 lac (negotiable). The house is semi-furnished. It is on the 3rd floor of the building (total number of floors are 4). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,1,1,1,1,1,1,1,1,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
DLF Mullanpur,2250,7990000,INR,,1,1,It is facing east direction. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is an under-construction property and is expected to get completed by 30/09/2023. It is made in way to provide a comfortable living.,1,east,1,0,1,1,1,1,1,1,0,1,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,510,1750000,INR,,1,1,"It has a built-up area of 510 sqft and is priced at Rs. 17.50 lac (negotiable). It is a semi-furnished property. It has 1 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. Its main door is facing northeast direction. The property is available on freehold. It has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,510,1800000,INR,,1,1,"A spacious 1 bhk builder floor is available for sale in Patiala Road Zirakpur, Chandigarh. It has a built-up area of 510 sqft and is priced at Rs. 18.00 lac (negotiable). The house is semi-furnished. It has 1 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. It is located on the 2nd floor(out of a total of 3 floor(s)). One of the major USPs of the property is that it is a pool facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,510,1850000,INR,,1,1,"It’s a 1 bhk builder floor situated in Patiala Road Zirakpur, Chandigarh. It has a salable area of 510 sqft and is available at a price of Rs. 3,627 per sqft. It is a semi-furnished property. The property is available on freehold. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,510,1750000,INR,,1,1,"It’s a 1 bhk builder floor situated in Patiala Road Zirakpur. Furnishings include 1 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. It is on 3rd floor. The building has a total of 3 floor(s). The property is available on freehold. Kindly call us for details. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,510,1800000,INR,,1,1,It has an area of 510 sqft with a carpet area of 430 sqft . The property is available at a price of Rs. 18.00 lac (negotiable ). It is located on the 2nd floor(out of a total of 3 floor(s)). It is a garden facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. It is well connected to the city areas. Please contact us for more details. ,1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,510,1850000,INR,,1,1,This spacious 1 bhk builder floor is available for sale and is located in the heart of Patiala Road Zirakpur. It has an area of 510 sqft with a carpet area of 450 sqft . The property is available at a price of Rs. 18.50 lac (negotiable ). The house is semi-furnished. It is northeast facing property. It is made in way to provide a comfortable living for the residents. ,1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,460,1550000,INR,,1,1,"The house is semi-furnished. Furnishings include 1 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. It’s on 3rd floor out of 3 floors building. Its main door is facing northeast direction. The property is available on freehold. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Contact us for more details. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,460,1600000,INR,,1,1,"Well designed 1 bhk builder floor is available at a prime location in Patiala Road Zirakpur. The house is semi-furnished. It has 1 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. It is on 2nd floor. The building has a total of 3 floor(s). It is a corner property. The property is available on freehold. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,1080,3090000,INR,,1,1,"ready to move in in in 3 bhk in zirakpur only 30.90 lac in prime location with amenities features . Gated society sewerage, Water supply And much more facility in this society",1,east,0,2,0,1,1,1,0,1,1,0,0,0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,
Airport Road,1818,8100000,INR,,1,1,"A 3 bhk property is available for sale in Airport Road, Chandigarh. It has a built-up area of 1818 sqft and is priced at Rs. 81.00 lac (negotiable). Furnishings include 3 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. It’s on 3rd floor out of 4 floors building. It is facing northeast direction. The property has 3 bathrooms and 3 balconies. It is made in way to provide a comfortable living. Please contact us for more details. ",1,northeast,0,4,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,460,1650000,INR,,1,1,"It has a built-up area of 460 sqft and is priced at Rs. 16.50 lac (negotiable). It’s on 1st floor out of 3 floors building. The property is available on freehold. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,460,1550000,INR,,1,1,"It’s a 1 bhk builder floor situated in Patiala Road Zirakpur, Chandigarh. It has an area of 460 sqft with a carpet area of 415 sqft . The property is available at a price of Rs. 15.50 lac (negotiable ). Furnishings include 1 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. The property is available on freehold. The property has 1 bathroom and 2 balconies. It is a ready-to-move-in property. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,460,1600000,INR,,1,1,"It’s a 1 bhk builder floor situated in Patiala Road Zirakpur. It has a salable area of 460 sqft and is available at a price of Rs. 3,478 per sqft. The house is semi-furnished. It’s on 2nd floor out of 3 floors building. The property provides an excellent view as it overlooks the road. The property is available on freehold. The property has 1 bathroom and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. ",1,northeast,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DLF Mullanpur,2385,7990000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in DLF Mullanpur, Chandigarh. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details.",1,north,0,0,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,1.0,,,,1.0,,,
Zirakpur punjab,1734,6290000,INR,,1,1,It has an area of 1734 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 62.90 lac (negotiable ). It is located on the 1st floor(out of a total of 4 floor(s)). It is a garden facing property. The property is in a complex owned by a co-operative society. It has 3 bathrooms and 3 balconies. This residential complex is under-construction as of now. The expected completion date is 06/12/2021. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ,1,northeast,0,0,1,0,1,1,1,1,1,0,1,0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
Mohali Sector 127,600,1590000,INR,,1,1,"ready to move in in in in in in in

$ Fully Furnished

$ Gated Society

$ CCTV Camera Protection

$ 24*7 Water Supply

# Modular kitchen+ RO + Chimney + Double beds + Wallpaper + LED Panel + Light's + Cupboards

# Branded Tiles + Luxury fitting

# Best Wooden Doors + Windows

# Inverter And Ac Wiring Fitting

# Best Quality Constitution

Near By walking Distance Shop's, Market, schools, Hospital, etc.

Call Direct Ow",1,northeast,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
Mohali Sector 127,600,1590000,INR,,1,1,"ready to move in in in in in in in

$ Fully Furnished

$ Gated Society

$ CCTV Camera Protection

$ 24*7 Water Supply

# Modular kitchen+ RO + Chimney + Double beds + Wallpaper + LED Panel + Light's + Cupboards

# Branded Tiles + Luxury fitting

# Best Wooden Doors + Windows

# Inverter And Ac Wiring Fitting

# Best Quality Constitution

Near By walking Distance Shop's, Market, schools, Hospital, etc.

Call Direct Ow",1,northeast,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
Mohali Sector 127,600,1590000,INR,,1,1,"ready to move in in in in in in in

$ Fully Furnished

$ Gated Society

$ CCTV Camera Protection

$ 24*7 Water Supply

# Modular kitchen+ RO + Chimney + Double beds + Wallpaper + LED Panel + Light's + Cupboards

# Branded Tiles + Luxury fitting

# Best Wooden Doors + Windows

# Inverter And Ac Wiring Fitting

# Best Quality Constitution

Near By walking Distance Shop's, Market, schools, Hospital, etc.

Call Direct Ow",1,northeast,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,
Mohali Sector 127,600,1590000,INR,,1,1,"ready to move in in in in in in in

$ Fully Furnished

$ Gated Society

$ CCTV Camera Protection

$ 24*7 Water Supply

# Modular kitchen+ RO + Chimney + Double beds + Wallpaper + LED Panel + Light's + Cupboards

# Branded Tiles + Luxury fitting

# Best Wooden Doors + Windows

# Inverter And Ac Wiring Fitting

# Best Quality Constitution

Near By walking Distance Shop's, Market, schools, Hospital, etc.

Call Direct Ow",1,northeast,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
Mohali Sector 127,600,1590000,INR,,1,1,"ready to move in in in in in in in

$ Fully Furnished

$ Gated Society

$ CCTV Camera Protection

$ 24*7 Water Supply

# Modular kitchen+ RO + Chimney + Double beds + Wallpaper + LED Panel + Light's + Cupboards

# Branded Tiles + Luxury fitting

# Best Wooden Doors + Windows

# Inverter And Ac Wiring Fitting

# Best Quality Constitution

Near By walking Distance Shop's, Market, schools, Hospital, etc.

Call Direct Ow",1,northeast,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
Mohali Sector 127,1234,3680000,INR,,1,0,It’s a 2 bhk builder floor situated in Mohali Sector 127. It has an area of 1234 sqft with a carpet area of 750 sqft . The property is available at a price of Rs. 36.80 lac . It is an unfurnished property. It’s on 3rd floor out of 3 floors building. It is a road facing property. The property is available on freehold. It has 2 bathrooms and 2 balconies. It is situated in the proximity of all the important facilities. ,1,north,0,0,1,1,1,1,1,1,1,1,0,1,,,,1.0,,,,,1.0,1.0,,,,,1.0,,
Mohali Sector 127,1234,3690000,INR,,1,0,"A 2 bhk property is available for sale in Mohali Sector 127, Chandigarh. It has a built-up area of 1234 sqft and is priced at Rs. 36.90 lac . It is facing north direction. The property is available on freehold. This residential complex is under-construction as of now. The expected completion date is 31/12/2022. It is made in way to provide a comfortable living for the residents. ",1,north,0,0,1,1,1,1,1,1,1,1,0,1,,,,,,,,,1.0,1.0,,,,,1.0,1.0,
Peermachhala,1190,3500000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Peermachhala, Chandigarh. It has a salable area of 1190 sqft and is available at a price of Rs. 2,941 per sqft. It is a semi-furnished property. It is located on the 2nd floor(out of a total of 3 floor(s)). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential complex is under-construction as of now. The expected completion date is 08/12/2023. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,0,0,1,1,0,0,0,0,1,0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,
Mohali Sector 127,1000,3870000,INR,,1,1,"It is on 2nd floor. The building has a total of 3 floor(s). The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,south,0,1,0,0,1,0,0,0,0,0,0,1,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,
Mohali Sector 127,1050,1980000,INR,,1,1,"It has a salable area of 1050 sqft and is available at a price of Rs. 1,885 per sqft. Furnishings include 1 wardrobe, 1 dining table, 1 bed and 1 modular kitchen. It is located on the ground floor(out of a total of 2 floor(s)). This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,north,1,1,0,1,1,1,0,1,0,1,0,1,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,
